Unnamed: 0,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,review_length,sentiment
17862,A1KGV4J6CGSMHO,B00005BYKH,John G. Evans,"[0, 0]","I enjoy many racing games . . . GT3, Burnout, Rallisport . . . but this one is horrible. Handling is fine, graphics are beautiful, replay fun, but everything else doesn't live up to the hype. Sound: you cannot hear the cars, the cheering washes out the cars and no way to adjust what sound is at what level. Tracks: are odd and irregular. And AI seem to cheat a bit . . . but that is in every game to a degree.",1.0,Terrible,1046044800,"02 24, 2003",410,negative
17865,A2IFH4SHNWKLSR,B00005BYKP,"Cedd Dogg ""dArTh NaDeR""","[4, 5]","This game is ok at best, its not as good as I thought it would be, The presentation of the game is lacking when compaired to world rally championship, a much better game if I might add. The graphics are not as good as the back of the box claims although the car models are quite pleasing to look at, the damage on them is realistic. So if you want a good rally game I recomend world rally championship for purchase and I recomend colin mcrae for rental at best.",2.0,ok rally game,1051660800,"04 30, 2003",461,negative
17869,A23AKO4BZLZ8DE,B00005BYKP,stefanj,"[0, 0]","I love WRC.  That being said it's hard not to compare the 2.  THis game almost hits the mark.  Damage is good and the stages are very well done, but the car is a bit difficult to drive and I can't understand what  Nicky Grist is mumbling.  The game was bought used but I honestly don't think anyone ever played it (game, case, and inserts all like new!)  I'm going to give it some more time but I'll be looking for other Rally games to get my fix.",2.0,Almost,1383004800,"10 29, 2013",447,negative
17879,A18H7W2O0HH0Y2,B00005BZCA,Moppy,"[4, 4]","This game was ok, it served it's purpose. Me and my friend had fun trading off the controller and playing it together.It was, of course, not as good at the movie.  The graphics weren't the best and I agree that it has no replay value.However, it was very cool to be able to play all the different characters from the movie and use all their different powers to solve puzzles.All in all, it's worth a rental.",2.0,Fairly Decent...,1093651200,"08 28, 2004",407,negative
17880,A12JYLOG4UMP77,B00005BZCA,NDS,"[2, 2]","The first game we played on Gamecube was Spongebob, Battle for Bikini Bottom.  We absolutely loved it and my daughter plays it over and over.  Thinking Shrek 2 would be similar, we rented it.  It's very hard to control the c-stick and it kept zooming in and out and wouldn't rotate the camera except for certain times.  The charactors were very distant and even if we used the c-stick to zoom in, it still wasn't close enough.  It's the same feeling as needing to put eyeglasses on to see something more clearly! Another aspect we didn't like was the four charactors are always together and you would lose track of which one was the main charactor.  Maybe we're spoiled because the c-stick on Spongebob allowed you to rotate in every direction to see what was around you and the graphics were so good you could see facial expressions.  It's surprising all the reviews are so good because our impression was completely opposite.",1.0,"Difficult,  visually.",1115942400,"05 13, 2005",927,negative
17881,A1HR4FD1ZL1T8U,B00005BZCA,"Regina Mayorga ""Justice Mayorga""","[0, 0]","This game although it can be fun, yet it can be quite tedious.  You will need a lot of patience to play it.",2.0,Enternaining,1127174400,"09 20, 2005",107,negative
17887,AIXKMXT72E7S1,B00005BZCH,"DarkDan ""DarkDan""","[0, 2]","Ladies and gentlemen be warned. This game is a popular series that has --until this point-- been very enjoyable. But Treyarch has seriously lost their touch. Spiderman 2 starts out as a wonderful game, the ability to visit street level and foil ""everyday crimes"" around the city is awesome. But the ""level bosses"" (fights that you must complete to move on) are terribly designed. One level (Mysterio's burning theatre) is impossibly difficult simply because of the terrible web slinging controls the game has employed. Another level (Statue of Liberty) is so bad that you'll want to return the game. This game deserves no honors whatsoever, since the designers spent too much time trying to do ""cool"" things, rather than making it playable. Go back to the older Spiderman games and you'll enjoy yourself a lot more.",0.0,A great game... Until you play it.,1088726400,"07 2, 2004",815,negative
17888,A1OMXVXXP07F05,B00005BZCH,"D. Couse ""darkman1969""","[2, 3]","I've gotten through about half of the game and have decided that overall, it is just OK.At first the webslinging and beating up bad guys was really cool.  The graphics are amazing for this game and the physics are genuine.  However, after learning the basics of the game I'm sad to say there really isn't much more to it.Every chapter requires you to complete a certain number of tasks.  Whether it be talking to Jonah, shooting picture, or whatever.  But you must always obtain hero points.  The sad thing is, there are only about 4 scenerios to earn hero points: get a guy to a hospital, stop a car chase, catch a guy before he falls off a building, and stop an armed robbery. Umm....after 8 hours couldn't there be more to it than just this?  The further you are in the game, the more hero points you need to get the next chapter.  I'm at a point now where you need 3000 hero points, well the actual encounters with the bad guys can earn you about 200 a clip.  That's just too many trips to make this game fun.As I said earlier, the graphics are great and the physics are good.  The civilans are stupid (you CAN NOT interact with anyone at anytime).Really, once you've seen every scenerio for hero points 50 times, isn't that enough?",2.0,A Webslinging OK time,1107043200,"01 30, 2005",1236,negative
17889,AJ8VUUCO9RMX6,B00005BZCH,"D.L. ""generasian""","[3, 6]","They say if it ain't broke, then don't fix it. I loved the first Spider-Man game. The graphics were crisp and detailed, the story was deep and involving, and the controls were precise and tight. Then Grand Theft Auto: Vice City came out, which completely re-wrote the video game genre. Games like True Crime and The Getaway were released that practically copied the GTA formula: Free roaming cities, mini-missions, mayhem and violence, etc. Add Spider-Man 2 to the list with mediocre results.I admit that I was initially excited when I heard that Spider-Man could now swing freely through the city and bust bad guys on the streets below. Though the former is exhilirating and excellently implemented, the latter is dull and repititious. Like GTA, there is a mini-map of the city in the upper right hand corner of the screen. Whenever there is trouble, a green icon will appear in the location where a crime is taking place. Unfortunately, there is a lack of variety in these missions. You will either have to prevent a robber from getting away, take an injured civilian to the hospital, catch a civilian from falling to his or her death, or save people from a sinking boat. After a few of these, you'll begin wishing that the game would just get on with the story. Solving these missions contribute to your ""Hero Points"" which allow you to purchase moves and combos from a Spidey Store. Since when did Spidey have to buy his own moves and combos? Strange...Unfortunately, due to the heavy reliance on memory and processing power to produce the massive scope of the game, the graphics are the first to suffer. In most instances, the game resembled a Playstation 1 game. Spidey generally looks good, but the other characters in the game look like spray-painted cardboard boxes. I would have preferred a much scaled-down city in order to boost the quality of the graphics because quite frankly, Spider-Man 2 is an ugly game.Fans of the first game will most likely be disappointed with the sequel. Though the ability to explore the city by swinging from building to building is a treat, the gameplay and graphics truly suffer. This one is definately a rental.",1.0,Grand Theft Spidey?,1088812800,"07 3, 2004",2155,negative
17891,A1YNOA6WEMSH6O,B00005BZCH,"Gavin ""Say something about yourself!""","[0, 2]","I purchased this game on June 29 and popped it in immediately, getting all revved up for the enjoyable experiance of being everyone's favorite friendly neighborhood spidermanThen the load screen happened, and I gasped.The colours only use a 4 wheel spectrum for the most part dating back to the origianl spider man comic book game on the PS1.  The characters mouths don't move, the hands are mittens and the colours when you get up close aren't that great either.Now the game play. The swing machanics, even on extreme, are simplistic and do what the game tells them to, as for roaming around the city, it's not enjoyable or fun.  You have maybe 4 variety of missions which you MUST do before getting on with this story.  None of them are fun or creative.This game does deserve two stars though for voice acting, it's tremedously good and corny.  What you'd expect from a spiderman era game.",1.0,A PS 1 Generation Game,1088812800,"07 3, 2004",891,negative
17903,A1A2FTL4C8P2NJ,B00005BZCH,Troy Wallis,"[6, 8]","For any fan of the comic book or the movies this is a great experience on the Xbox. There are a good amount of positives about the game that make you want to play it but there are too many negatives about the game that don't make you want to buy it. One of the bright aspects of this game is how it molds the story into the movie and throws some comic book story in the middle of it. For some missions you are teamed up with Black Cat. You take on Doc Ock, Shocker, and Mysterio and for the most part the boss battles are the best parts about the game. Another positive thing about the game is your web slinging is more than just pressing a button and you stick to the sky and swing forward. You have to attach to buildings and things like height and the angle you fling your web at reflect how you swing. At first this is extremely frustrated for even the biggest gamer but by the end the control you have makes you just want to swing a jump through New York forever. Now comes the negatives and what makes this a lackluster title. I never felt challenged at all in this game. There was one part where you have to swing out to the statue of liberty to fight mysterio and that was the toughest part of the game. If I wasn't a Spiderman fan I probably wouldn't have liked this game very much but being Spiderman makes it fun. I finished the game in about 5-6 hours of playing time. If you are a decent gamer you could finish this in a Saturday of playing the game. This is the one reason that this game is a solid rental. Whenever you are not fighting the marquee villians you beat up thugs along the way by talking to people and they give you missions. There are really only 5 missions but they just keep happening in different places you'll see what I mean when you play the game. I actually liked this game but it needed to be a little harder and a little longer and the side missions needed a little more variety.",2.0,Definitely a Rental,1089331200,"07 9, 2004",1916,negative
17904,A4D5B7Q8A7PA6,B00005BZCH,"Vynny ""Vynrod""","[0, 0]","I was bowled over by the physics, loved the action and amazed at the fact that the entire island of Manhattan has been recreated.Sure I loathed the story and detested the end-of-level bosses you have to endure to gain everything the game has to offer. Thankfully these parts are short and mostly easy. Some of the fights are so out of keeping with the rest of the game, placed obviously in there to coincide with the movie... but once the story part of the game is completed New York is open for you. You're then free to do the sub missions and time trials and seek hidden packages to your heart's content.Personally I could have lived without the story mode completely but it didn't detract too much from a great game with good graphics and fabulous controls.Leaping off a skyscraper for the first time is a rush! Recommended harmless fun.",2.0,"Fun, fun, fun - best Spidey game to date",1109894400,"03 4, 2005",840,negative
17905,A1JO5E9OD96VLO,B00005BZCH,"W. Newberry ""agent_47""","[3, 3]","I love the way you can go anywhere in this game .But the mini missions are repetative.graphicaly this game is not so bad, but I have a ""S"" video cable for my XBOX ,which improves resolution. That is if you have a compatable TV. I think some younger kids might like this game better. All in all a good concept game but could've been better. Like More diverse side missions .And maybe you could talk to people on the street instead of the same cutscenes in the mini missions. This game is fun to swing around the city and see the day change into night with all the city lights is pretty kool.It'd be nice to play some of the other characters too.",2.0,BETTER THAN THE FIRST GAME.,1093564800,"08 27, 2004",644,negative
17909,A1H1HA2JJ9K5KA,B00005BZE0,Carlos A Garcia II,"[2, 7]","Museum Games are more of a lesson in classic gaming than an experience.Namco's Gameboy Advance release of the Namco Museum follow the same path the Williams has taken in their several Greatest Hits releases. This current installment of the Namco museum includes a roster of five games. These games are: Ms. Pac-Man (1980), Galaxian (1979), Galaga (1981), Dig Dug (1982), and Pole Position (1982). These games have been fully restored on a single GBA Cart for your portable convenience. Granted it is nice to have five different games on one cartridge, but I would hardly call this a worth while title.I can not site any performance issues, nor can I compare the Namco Museum to any of the current games out there. My reasoning behind this is because Namco fully restored Atari classics and packaged them for a modern system. Though I personally am not keen on this idea, I will admit, it is nice to remember the simple times.  Each game is configured to interface with the D-Pad and the face buttons, whereas the shoulder buttons have no function in this package, leaving the  controls as simple as the games themselves.To my disappointment, both Galaxian and Galaga are virtually the same game. This means that you are paying for four games, when they advertise five. The slight difference between Galasxian and Galaga is the entrance of the enemies. In Galaga, enemies fly into view and bombard you as they enter. In Galaxian, the enemies are just lined up at the top of the screen, waiting for you to shoot them. All NAMCO needs to do at this point is throw in Space Invaders and advertise six games, but  you will still only have four unique games.The bottom line is, the NAMCO Museum is more of a history lesson than a worth while game. I rated this a 2 stars because Ms. Pac-Man and Dig Dug are still fun titles, but the other three just don't have a lasting replay value.  I would pass this title up, unless it was on the discount rack for less than five dollars.",1.0,"A history lesson, not a game",1037145600,"11 13, 2002",1970,negative
17914,A27LVUBEXSADGC,B00005BZE0,Edward D and Family,"[0, 0]","Got it to quench my own nostalgia. I have a DS Lite which I borrow from my 5 year old son. I love the whole originality of it, it hasnt changed in graphics. The problem is that the game only appears in the lower half of the console, and the upper half always remains black. Thus, with one screen active, everything from Pac to spaceships appear quite small. Im used to playing this in arcades, big screen, vertical. My nostalgia is quenched, but Im not fully satisfied.",2.0,Nostalgia quenched,1325721600,"01 5, 2012",469,negative
17915,A29X45MA3LZK25,B00005BZE0,Jake,"[0, 0]","I am a avid game collector, when i bought this i was expecting the REAL PACMAN not ms pacman, overall its ok.",2.0,Great but.........,1369180800,"05 22, 2013",109,negative
17916,AVHFQZMMWU8I4,B00005BZE0,"Jeff ""Jeff""","[0, 0]",Ms Pac-Man and Galaga are the reasons to own this.  Dig-Dug is O.K. but gets boring quickly.  Fun for nostalgia reasons.  I wish the games were more customizable.  I would like to speed up Ms Pac-Man like I could on the old Sega Genesis release.  But I'll take portable Pac just about any way it comes.,2.0,Great games... two of them anyway.,1041292800,"12 31, 2002",302,negative
17917,AYLSA7N8J63AO,B00005BZE0,Kurt Koller,"[4, 5]","Why the creator of this game or Nintendo decided to save a few cents per unit on the production run to make the game 50% less playable is beyond me.  The point of these old games was HIGH SCORE.  There was no story, just the score and level.  To NOT save the high scores for the games reduces the need to play these again, as there's no record of accomplishment or score to challenge.  This was very disappointing for me, which is probably why I play Mario Bros. Classic on the Super Mario Bros. 2 Advance a lot more.",2.0,High Scores are KEY for these games,995328000,"07 17, 2001",517,negative
17918,A3V6Z4RCDGRC44,B00005BZE0,"Lisa Shea ""be the change you wish to see in t...","[16, 20]","Namco Museum lets you play old Atari classics on your GameBoy Advance. These include Galaga, Galactica, Dig Dug, Pole Position, and Ms. Pac-Man!This is of course a great idea in theory - I *love* some of these games. But while the games might be really fun to play on a big-screen console, they are REALLY tough on the tiny screen. For example, Ms. Pac-Man comes in two modes - a full screen mode and one that scrolls up and down showing you a partial screen at a time. The full screen mode has REALLY really tiny ghosts and characters, you can barely time your movements and often get stuck on walls. The scrolling mode is better in the sense that the characters are larger, but now you can easily scroll down into an enemy and the same character control issues occur.On Pole Position, it's all about sliding left and right as your racecar goes around curves. With the arrow-control of the GBA, it's one light tap to make a hard turn. If you accidentially press too hard on the arrow, you smash into the side signs or nearby cars. It makes driving very difficult.Dig Dug is a great game, where you burrow in the ground and try to drop rocks on the heads of dragons. Is this Revenge of Smaug? Again, I love the game but the controls make it difficult. You can be planning a careful tunnel to a rock and end up off by a bit, making the tunnel useless.Galaga and Galaxian are both classic space-shooting games. Galaxian is a &quot;secret bonus&quot; in that it's not mentioned on the box but is provided on the cartridge. I really love both of them, but the controls are just as sluggish and imprecise here. With Galaxian having the penalty of &quot;only one shot on the screen at a time&quot;, those missed shots make a huge difference in playability.If you have a regular console, I'd recommend these games on a differnet system. I love the games themselves! But the GBA version is rather awkward. Everyone I had try this out got frustrated very quickly.",1.0,Great Games but Poor Conversion,1084665600,"05 16, 2004",1954,negative
17921,AWCMM1B5ZNC06,B00005BZE0,"morfinus ""morfinus""","[0, 0]","As a 34-y old gamer i have played ms-pacman a lot on the coin-ops, and for this reason alone i bought the game for &euro;40($45). Problem however is: where is the point in playing any one of these games if the hiscore is erased every time you power-off the console?This is a very serious game spoiler for me because the only fun left is the sensation of actually moving around in a maze and that is boring after an hour or so.The other games, Galaga and Galaxian, have the problem that the slowly moving stars in the background tend to blend in with the fast moving missiles coming at you, with the result that you lose lifes just because you didn't see 'em coming. I played those gala* games on the MSX when i was 14 and never had that problem, then. Essentially it boils down to this: the gba screen size is too small (in cm) to enjoy the game. Rent it.",2.0,You can't save your high scores,1106265600,"01 21, 2005",855,negative
17923,A28A6A2SJYPKGW,B00005BZE0,"Nate Great ""Nathan""","[3, 3]","This game has 5 great titles of classic games! They are Ms. Pac Man, Galaga, Galaxian, Dig Dug and Pole Postion. This sounds pretty decent, but really, no fun is coming out of this. Here's the reviews on the gamesMs. Pac Man: 2.5/5I love Ms. Pac Man, but it's impossible to play on this. You play tiny, or huge, kinda like that one world in SM64. When you play tiny, it's too dificult to see where the ghosts are and such. The huge screen is useful, untill your scrolling down and run into a ghost you could'nt see.Galaga: 3/5It's fine, but it's boring. No value is brought to you when your playing.Galaxian: 3/5It's the same with Galaga, no replay value at all. I don't know why that's happening, but something dos'nt feel right playing Galaga or Galaxian on the GBA.Dig Dug: 4/5This is very fun on this, one of the only games I play (I'm gonna sell this game soon). But the controls can be funky.Pole Postion: 0/5Oh my god, what happend here!?!?!? When the women's suppose to say: ""Prepare to be qualified"" all I hear is MMMMMMMMMEEEMMMM!!! It like mumbles. When your turning on this, you are complety messed up, dosn't work at all.Overall: 1/5If your an absoulte Dig Dug fan, get this, if your not, dont bother thinking about it.",1.0,It's too bad,1152921600,"07 15, 2006",1232,negative
17934,A1Y1FW7CVU8ROM,B00005C4GR,Matthew Hawk,"[1, 1]","So I ordered this game and it came pretty quickly, but when i opened the package the cartrage was filthy. So i cleaned it and put it in my Genesis. Nothing. Tried it again. Nothing. Tested another game I owned. worked fine. So i cleaned the inside of the cartrage and i coaxed the game into working. It works perfectly now.",2.0,Game came dirty but in the end it works,1380067200,"09 25, 2013",323,negative
17935,A14BLBF4F8GX3J,B00005C4GR,Mike Harris,"[1, 3]","Graphics 7.5/10 Graphics are good, but, they are not in true 3D, but I will at least accept the way the graphics are due to the fact that the system is not powerful enough to generate true 3D graphics.Gameplay 5/10 What is the point of this? Where is the real action? You just defeat robots, collect rings, defeat Robotnik, give it a break.Plot 6/10 Ok plot. Robotnik turned all the Flickes into robots, very basic plot.Music 8/10  Very good soundtrack.Sound 7/10 Good sound. Same effects as the other games, but I will accept it.Overall: 6.8/10 It is ok, but I will reccommend Sonic 1, 2, 3 and the Sonic Adventure series, but not this game.",2.0,This is an OK game.,1119916800,"06 28, 2005",642,negative
17938,A2YRK2XNXALLKQ,B00005C4GR,tdl,"[1, 3]","Sonic 3D Blast is quite different from the 2D Sonic games on Genesis. Instead of running through zones to get to Eggman, Sonic has to rescue birds called Flickies from Eggman's robots to proceed. I'm fine with rescuing birds even if it is a bit strange (although the idea was also in Sonic Adventure). What I do not like about the game is how weak it is. The graphics are not in 3D at all, they are simply set at an 3/4 overhead view similar to Zelda and Super Mario RPG. They are good for the Genesis, but if you want to see better consider getting the Saturn version. The soundtrack is weak, repeats a lot, and normally does not fit the zones very well. Again, if you want an amazing musical score you should get the Saturn port. After the terrible music was muted I found the controls were VERY slippery. I tried it with the standard D-Pad and found it was almost impossible to change direction. Using a joystick is not much better. The controls, aside from not having a proper configuration, have bad traction. Along with the dreadful music and controls is the boss fights. Eggman has been and always will be a wimp, but he hardly is trying in 3D Blast. Normally it is the terrain that supplies the hazards while Eggman flys around shooting something at you.Honestly, I am a huge Sonic fan but I can not stand this game. If anything you should buy the Saturn version, or just play a real 3D game like Sonic Adventure.",0.0,"I'm fine with the radical departure from the normal formula, but this is still low quality",1351900800,"11 3, 2012",1421,negative
17947,A1K9VDWEOWSV65,B00005C4GT,Talitha Snyder,"[0, 0]",I don't like this game. The 1st one is better. This one sucks! I expect more from the blue sky team!,0.0,Sucks,1395792000,"03 26, 2014",100,negative
17949,A2582KMXLK2P06,B00005C4HL,B. E Jackson,"[0, 6]","Considering how much I've hated (and continue to hate) regular Mortal Kombat 3 since it was first released almost 12 years ago, it was only natural that I would also have a strong dislike for ""Ultimate"" Mortal Kombat 3. But, if you've never seen any of my other reviews for other Mortal Kombat games, here's why I really hate this game.- Ultimate Mortal Kombat 3 was the beginning of the end for the series because THIS is the game that started the trend of having WAY TOO MANY unnecessary Mortal Kombat games on the market, making everyone who used to enjoy the series SICK TO DEATH of it.- The actual fighting in this game is exactly the same as in Mortal Kombat 3. Which means, I hate it. It's like the company knew how much I hated the direction they took the Mortal Kombat series starting with the third installment, so they decided to create more or less the same game but with old familiar fighters returning. They did this on purpose to annoy ME. If the actual fighting stinks, it doesn't matter WHO returns. It's like Midway knew they made a mistake with the original Mortal Kombat 3 by introducing people to a list of all-new fighters, but they somehow DIDN'T realize that adding combos and a run button was the main reason Mortal Kombat 3 was such an awful game in the first place.  So running around delivering combos is *still* here.  BAD move.- I hate when something is supposed to be the complete package, but instead, when you play the game, you find out that a bunch of things are missing. That's exactly what we have with this game. It's sort of like opening up a Christmas present to find nothing but styrofoam chips inside. Okay, the game isn't as bad as waking up Christmas morning and being insulted with an empty box, but still...It would be best to never even think about touching this game.",0.0,"so bad, so boring, so much pain",1173398400,"03 9, 2007",1815,negative
17954,A3URA4IC2185S,B00005C4HL,John T. Biber,"[0, 0]",This is one of the worste fighting games of snes. Actually MK in general is the worste type of snes fighting games.,2.0,Um....,1390608000,"01 25, 2014",115,negative
17956,A30OS0EIOEND41,B00005C4HL,Leonidas,"[0, 0]","Mortal Kombat 3 wasn't a junk game, but it really seemed like garbage compared to the original MK1 and MK2. Ultimate Mortal Kombat 3 was a shot at trying to make things right for fans and also tried to expand Mortal Kombat 3 even further. In fact, when this game came out everyone I know forgot MK3 existed and jumped straight for this one. I found out also this year you can buy a special controller set up for newer systems like PS3 that is a direct copy of the old Arcade-style controller for the original MK arcade games. And in the package it has MK 1, 2, and this game, regular MK3 just got completely dropped! Anyways, this games isn't junk either like MK3 but it missing a lot and it could have been MUCH better.For one thing the music sounds way worse than the Genesis version. It also has a different sound a together. It has more of an industrial sound, where the Genesis version has more of a metal/electronica sound to it. The graphics are also not as good either. Probably the biggest difference between the Genesis and this version was the sound, the sound is terrible in this version of UMK3. The gameplay has got a few glitches here and there as well. This is odd because usually SNES ports of Arcade games are generally really great, but this one fell very short. For the most part the gameplay is alright, not as nearly bad as MK1, that game was puking out glitches and other issues. This game also has kind of a funny glitch, instead of saying Brutality, it says fatality after completing one, that was pretty funny in a really bad sense. This isn't a terrible game but I would just recommend getting the Genesis version instead.",2.0,O.K. Game but its missing something,1337212800,"05 17, 2012",1649,negative
17957,A1G5LJ8T1IGYC5,B00005C4HL,"MICHAEL TAYLOR ""SNAKEFIST2""","[0, 10]","THIS IS JUST A DUMB GAME LIKE MK 3 WAS. ALMOST ALL VERSIONS OF THIS GAME WAS STUPID EXCEPT FOR THE SEGA SATURN VERSION. BUT, NONE OF THE HOME VERSIONS WERE BETTER THAN THE ORIGINAL ARACDE VERSION. THIS IS NOT A GOOD GAME. THE GRAPHICS ARE VERY INFERIOR LIKE THOSE OF THE REGULAR MORTAL KOMBAT 3 FOR THIS SYSTEM AND THE CONTROLS ARE BAD. IF YOU EVER WILL FIND IT AND YOU STILL HAVE ITS SYSTEM, GET THE SEGA SATURN VERSION ONLY!!!!! UNFORTUNATELY, THERE NEVER WAS A PLAYSTATION VERSION FOR THIS GAME. THE LAST MK GAME THAT WAS RELEASED FOR SUPER NINTENDO BEFORE THE SYSTEM WAS DISCONTINUED FOR THE NINTENDO 64.",1.0,ALMOST AS WORSE AS MK 3'S SUPER NINTENDO VERSION!,1093478400,"08 26, 2004",608,negative
17959,A2QQHIY23PL7H3,B00005C4HL,Simon,"[3, 5]","UMK3 for the SNES is a hard game to make out. On one hand, the gameplay options are all intact and work like they should. Punches, kicks, pre-programmed combos and projectiles are here. The tournament modes, vs. matches and kombat kodes are present. Graphics are pretty spiffy too. From a pure gameplay perspective, UMK3 is what fans of the series expect.But presentation-wise, things are looking very incomplete. While this game was essentially a full upgrade to the original Mortal Kombat 3 in arcades, here it feels like an expansion pack that can't interact with the original product. Missing are all the original backgrounds, and most of the announcer voices (like character names). Sheeva is no longer available, though a 'ghost' version of her remains in the code that causes the game to crash if used. Rain and Noob Saibot have no finishing moves, and many of the palette-swapped ninjas have recycled or modified animation to account for the SNES's limited memory. Some of the cuts are forgivable, some aren't, but in the end it feels like you bought 50% of a game instead of a full one.There's really no reason to pick this up if you own MK Trilogy for Playstation or Nintendo 64. For Super Nintendo, I'd actually recommend the original MK3 over this one, as it feels like a more complete experience.",2.0,Incomplete,1150156800,"06 13, 2006",1309,negative
17962,A2D9WPGNQLW4IG,B00005C4HM,Bastion Blare,"[0, 1]","The Sega Genesis version of this game is no where near as good as the arcade. In fact, I would say that it doesn't even come close. There are stages missing, Sheeva has been removed from the game, & voices have also been removed. The Animalities that are in the arcade version have also been removed. The music also sounds nothing like the arcade game. Scorpion's fatality has been changed. So has Stryker's Friendship. The only good thing about this game is that the hidden characters are instantly unlocked. If you are expecting alot from getting this title on the Genesis, you will be severely disappointed. If you have to have it as part of a collection, make sure that it's cheaply priced.",1.0,A crummy version of a great game,1296432000,"01 31, 2011",694,negative
17964,A20DZX38KRBIT8,B00005C4HM,"Deimos "".""","[0, 2]",Better than MK3 but still nowhere near as good or exciting as MK 1 & MK2.,2.0,Better than the stink of MK3,1256515200,"10 26, 2009",73,negative
17969,A3J8ABVGK7ZL6H,B00005C4HM,SideshowBob,"[0, 0]","This game is basically just an upgrade to Mortal Kombat 3.It brings back some old characters that were not in MK3.Such as Scorpion,Reptile,Kitana,Jade...as well as a few new ones such as Rain and Ermac.The Sega Genesis port and The SNES ports were kinda bland.It's been awhile since I played this game,but from what I can remember,there were some missing elements to this.I think Sheeva was missing,Animalalities were taken out,and a few backgrounds were gone too.Also with this Genesis version,you will also need a six button pad to play it.Like with MK3.Unless you wanna put yourself through the torcher of using a three button controller.My best advice would be to just leave UMK3 alone and pick up Mortal Kombat Trilogy for another system instead.It's got everything this game has and more.Only buy this,if you are a die hard Genesis collector,or if you don't own a Playstation,Nintendo 64 or a Sega Saturn.",1.0,"Just get MK Trilogy for PSX,N64 or Sega Saturn",1344643200,"08 11, 2012",911,negative
17973,A34HL52AN3IZ50,B00005C4HZ,"Jason Burnham ""PErnXX""","[0, 1]",This game like ff Legend 1 & three is typical in graphics and typical game play.  But what make it fun is the story line and the elements in the game.  these things are not typical it make you think and use alot of skill.  If you like Final Fantasy series pick this game up if you like RPg's pick this one up but keep in mind it was made for the Game boy so expect alot of typical things with it as well.,2.0,A typical RPG for the Gameboy,1311465600,"07 24, 2011",404,negative
17978,A9AX1D31T7J1S,B00005C4HZ,Zachary Gochenour,"[2, 3]","The storyline to Final Fantasy Legend II (Second installment of the SaGa series in Japan, billed as Final Fantasy in the U.S. to boost sales) is interesting, but the characters in the game are impersonal and the game's bland, linear nature will leave modern games yearning for the depth, control, and immersion that today's RPGs give.  Also, the game is incredibly easy until the very end, when it becomes frustratingly difficult.  You'll have the ability to customize your part in the beginning, my suggestion is 2 mutants and 2 humans, but after that your wiggle room for customization is very small.Do I recommend this game?  For regular (non-advance) Game Boy owners, it is a must have - the FFL series is the pinnacle of old-time portable RPG titles.  However, there are much better games out there today; it might be worth saving your money.  If you have this game lying around and haven't played it though, it might provide quite a few hours of enjoyment.",2.0,"Problematic yet strangely attractive, nostalgic",1054252800,"05 30, 2003",962,negative
17979,A1LBAC84TLIGAX,B00005C4KF,"ACEMAN1 ""HERE TO PISS YOU OFF""","[0, 3]","I am appalled at the fact that this game is so repetitive and developers can't seem to make a good Godzilla game(I've seen the reviews). Seriously, is it really that difficult? This game is incredibly boring and repetitive and is not fun. All you do is direct Godzilla where to go, and during that process he destroys the same buildings over and over again relentlessly with no purpose in doing so. He may destroy a tank or fight a boss here or there but it is incredibly boring, and I really don't see how these other amateur critics gave this game four stars! Avoid this game people, it's too repetitive and boring for anyone except idiots. So just wait for the day a good Godzilla game comes out because this one is just bad.",1.0,"REPETITION, REPETITION, REPETITION...  4 OUT OF 10",1202601600,"02 10, 2008",728,negative
17998,AQMWZIH22R6LE,B00005C7P7,"TwistaG ""Quoth the Raven 'Nevermore""","[2, 5]","The popular Contra series returns to the video game scene but now it debuts on a 16-bit system for the first time. There are only 6 levels here instead of the usual 8 but it's still an action packed shooter featuring new weapons, different techniques, and even enemies. There is nothing too ground breaking but it was still a wild ride that takes a lot of skill to master.",2.0,Hardest game in history,1082332800,"04 19, 2004",372,negative
18003,A14SE1GA8X31DC,B00005C7QT,Jamie X-Treme,"[4, 7]","Mortal Kombat 2 for Sega Genesis is a good game, but far from perfect. MK2 on the Super Nintendo blows this one away! On this game, the music and sound fx are a bit bland. The graphics aren't so bad. The fatalities look fairly good, but compared to the ones on the SNES version, they seem a bit lame. Like whenever you blow your opponent up, instead of their bones & body parts splattering all over the ground, they simply disappear whenever landing on the ground! That really stinks!! The only reason I give this game 3 stars instead of 2 is because the game features a secret cheat option, which is pretty cool. The SNES version of MK2 doesn't have a darn cheat option. The bottom line: if you want an enjoyable version Mortal Kombat 2, buy it on the Super Nintendo (SNES).",2.0,Mortal Kombat 2 review,1057708800,"07 9, 2003",775,negative
18014,A20DZX38KRBIT8,B00005C9IO,"Deimos "".""","[2, 4]",MK 1 and MK 2 were pure gold.  MK3 adds some cool characters but it totally sucks.  The AI makes this game nearly unbearable they are super nazi cheese kings that know your every move before you even do it and magically avoid your moves and counter everything in a quick and cheese bs fest manner that the player con not come close to doing.  The unfair level in this game makes it only fun playing two players.  The bosses are unfair cheese lords too.  This just sucks other than the new cyber ninja's nothing to care for here.,0.0,This game sucks,1252195200,"09 6, 2009",528,negative
