review,cluster
"Ground Control is a good strategy game for you strat fans. Great graphics,units, and interface make it very enjoyable to play. The only reasons I gave it 3 stars instead of 4 or 5 is the fact you cannot save the game between missions. If you are and hour or more into a mission(which can happen) and get whipped, you have to start all over again. Sure this is more &quot;real&quot;, but it does get annoying after a couple of times. The other reason for 3 stars is the pathfinding of the units is not great. They also will not respond to your commands readily under fire. The Apc(main repair/command vehicle) is the most stupid of them all. It does not respond readily to repair commands when you need them most. Just a couple of problems, but overall well worth the money.",4
didn't like the game in general. i'm sure this is a good game for others. but i didn't like it.,5
"I loved Fallout 3 and mostly enjoyed Fallout: New Vegas, so I decided to give one of the older games a try and was pretty let down. The main problem with the game is that it's very unresponsive. Things occur so slowly that you cant be sure whether or not the game has even registered that you did an action or not.If you're dying to play this game and are willing to put in the time it takes to deal with the finicky controls then you may enjoy yourself, but those looking for a quick fallout fix should just check out fallout's great wiki.",5
"This is very fun but after you beat it there is not much more you can do except play your friends. I suggest buying it if you love fighting games and you are tired of the Mortal Kombat Golds, Trilogy's. All good games just remakes of each other. But I'd say, if you want to buy this...DON'T. Get Dead Or Alive 3 for XBOX but if you can't get an XBOX or DOA3 for it buy this if you are still hanging on to that Dreamcast.",0
"I can't argue with the jaw-dropping visuals (awesome in every respect), the control system is excellent (even easier than Tekken) and I even like the lack of secrets (I hate having to beat the game 5 times just to play as my favorite character), but DOA2 just has too much competition.What really matters in a fighting game is gameplay... how deep can you go and how much of a difference will it make? DOA2 takes the middle ground: the jump between newbie and expert is pretty extreme (simply get the counters/parries down and the CPU is a piece of cake, as are most humans), but it's pretty easy to become an expert anyway. Soul Calibur fans will feel right at home, but if you're looking for something deeper, you'd be better off with Virtua Fighter 3tb or Capcom vs. SNK.Frankly, DOA2 plays a lot like VF2 with a bigger &quot;instant gratification&quot; factor: it's very nice, especially against a friend, but the graphics and quick learning curve don't translate to the depth of VF3, the flash of MVC2, or the fun factor of Soul Calibur.",0
"DOA2 is a fun game to play with friends that can play it also.First off the game has NO extras. That in itself is disappointing!Secondly, the single player game [...] BIG time. As a result the team battles and versus battles with friends are all you will have to hang on to.These 2 flaws really killed the game for me. I love extras and a good single player mode since I can't have friends over everyday.On the plus side, the graphics are great and the gameplay is fun, espically with friends. I'll recommend this game as a good game to play with friends. If you don't have that option then you couls let it slip by.",5
"After playing DOA Ultimate for Xbox, people may be tempted to buy this version for Dreamcast. Don't bother, this version for Dreamcast is extremely boring. It has zero replay value. This game is garbage compared to the better Xbox versions.Other Dreamcast games that are 100 times better: Virtua Fighter 3, Soul Calibur, and Project Justice. These 3 games are excellent and are only available on Dreamcast.",2
"This is nothing compared to Soul Calibur or Street Fighter Alpha 3 or Marvel vs Capcom 2: This game gets old fast. Maybe worth a rent but not a buy. Honest, just because it looks pretty doesn't make it fun to play. Bouncy breasts aside this game is dull. Although it looks much better than it's PSX2 counterpart due to antialiasing. Go  buy the other fighters I mentioned if your a hard core fighter.",0
"True, the graphics are incredible, and the story behind the game is quite interesting, but...the game itself is dull. Basically you fly around in a beautifully generated computer environment shooting at other ships. If the  graphics and musical score were a tenth of what they are, the average user  would see it as the low-brow arcade sim that it is. PS: I STILL have not  found a game that even closely rivals Red Baron 3D. Now that's a game!",5
"Just when you thought it was safe to put off Baldurs Gate, here comes Icewind Dale.  A magnificent combination of BG and the older games in the gold box series.  Dungeon hacking and roleplaying at their best.In  Icewind Dale, you form an entire party of your Player Characters, compared  other BG engine games in which you were allowed one main player.  This  makes it more fun, allowing you to watch your adventurers progress one at a  time as they grow so much more powerful than they were when the game  began.Another added bonus is the addition of new spells and monsters.  The enemy AI is stronger, and the new monsters such as mind flayers will  provide enough fun and frustration to make this game a challenge for any  level player.Look out Diablo 2, Icewind Dale is a major contender to  knock you off the number one spot!  One error for Diable 2 and its gone,  because Icewind Dale is perfect.",3
"I was surprised by the quality of this game. I played this in December 2002, and it was much better than I though. Sure, the graphics engine is getting a little old, especially compared to games such as Dongeon Siege. However, I was still surprised that a game of this age looked so good.What isn't great however, is the lack of a manual. In fact, I wondered whether the contents of my box were incomplete, but apparently that is not the case. This severely limits the game. This simply isn't acceptible. If there was a manual, I would have rated this game at least one star higher than I did.That would make 4 stars, so why not 5? Well, there are some issues that keep the game from receiving a top rating (aside from the graphics). I do not like how the inventory is managed. It is very hard to see whether a weapon or armory is better than the one you currently have.Also, the path finding sometimes isn't great. All the members of your party go one way, while one of them gets lost. He/she will catch up ultimately, but it simply is annoying. Also, sometimes you try to get out the door but can't because the leading member of the party is blocked by other party members. The same happens when you try to talk to people.Addition: I now found the manual on the CD. This makes things a little better, but I still think it is a farce that a game like this doesn't ship with a printed manual.Unfortunately, the manual failed to explain some of the questions I had, and some of the oddities I couldn't figure out work just like I thought but are just a bit cumbersome. For instance, it is not a lot of fun to purchase a piece of armory for 5000 gold pieces just to figure out it is actually worse than the one you had before, forcing you to sell it again for 200 gold pieces. But I guess that's just how the old AD&D; rules were...",4
"This is a RPG.  Characters allocate points to different statistics which, along with dice rolls, determine how they fare in fighting monsters.When I started the game I was very impressed.  The graphics are pretty and create a great atmosphere.  There are voice actors for the characters and they sound great.  There are a plethora of neat weapons and magical items to help your characters.  There are a great many rules about characters and battles which made the game have a serious edge.  Something I really loved was the turn undead ability for priests and paladins.  There are only a few types of monsters that will be undead but it's neat that certain classes have this kind of advantage in fighting evil.  Also something I liked was the ability to choose different alignments.  Making your character good or evil means that certain weapons may not be usable.So I made it through the first chapter and I thought that it was a bit heavy on battles, but it had been ok so far.  The second chapter was even more battle intensive.  I just was having no fun so I stopped playing.  I guess it would be better if the battles were easier, but like the other reviewer said, these battles were hard.  Basically I felt I had to reload whenever someone died because one time I tried to bring them back with help from the town priest and it cost a tonne of money.And those enemy magicians!  They can paralyse your party members so you have to stop them, but I can't deal with multiple magicians.  That was another reason to stop.  One big irritation was also trudging back to town to sell stuff when the characters' inventories got full.  It takes a long time to walk your characters across the large screens.  There should have been a shortcut, please!Something I really did enjoy were getting the new abilities for priests and mages at each level.  Also finding a cool weapon or magical item gave a fun feeling.",3
"Thankfully, I didn't waste much money on it.  My seller was alright and everything was there, including the cool cloth map.  However, I had problems.  For one thing, it took me the longest time to level up, even with all the sidequests.  For another, the enemies were too blasted difficult, the magics tended to backfire in the worst way.  I would face a wolf with a paladin, a druid, a cleric, and a bard.  You would think that the druid would be about as strong as a wolf, but no, my first druid got killed of by a couple of goblins.  Then I fired a burning hands at point blank range on these wolves and it killed my full-hp paladin, while barely scratching the wolf.  My paladin has 10 or 12 hp and the wolf had 13 hp on average, which led me to believe that at least my paladin would make it against this critter.  But three hours later, when I got to the cave, I had trouble beating orcs.  I had to have my whole party gang up to beat one and there was a cave full.  Then when my thief finally levels up, I never figured out how to increase hp or anything else for that matter.  Having a 2nd level bard with as much or not much more hp and no discernible increase in effectiveness (he seemed _less_  able to fight orcs now) was the final straw.  I had wasted enough time on this game. It would have been one thing if I was given enemies like that in later battles, but I had such enemies from the beginning.  Furthermore, I had my biggest problem with the fact that point and click with the mouse was the only option, half the time, I killed my own party.I would recommend a multiplayer game if it was more like Neverwinter Nights: hands on tutorial, cursor keys enabled (if I remember correctly), totally customizable controls. If I wanted to set the format to call animals, to arm, and to use certain spells it was easy to do. Level up increasing was easy as well.",3
"....  It's ... frustrating, too the point that it isn't fun.  I'm an avid gamer.  It's fun to ""role-play"" low level characters.  An orc or two can be a very scary thing.  This doesn't translate well to a computer game that wipes out an entire party in ten seconds even with the ""AI"" scripts on.  The visuals are cool, but I wish I would have plunked my money down for something else.  This game does not deliver.  Boring linear plot and hack-n-die.  Buy some dice, a figure and paper for a real roleplaying game.",3
"I would have liked to play this game but it would not cooperate. It kept crashing, crashing, crashing. I wish developers would finish a game before they release it.",5
"There seem to be two options. One is to start building at least one colony from scratch in an archapelago. This would be good if you're willing to play for weeks or months at a time, but it's awfully slow going. Or, you can come in at one of a number of situations. In that case you are, to varying degrees, established, but extremely difficult goals are set, and huge fleets of pirates prowl the seas in most scenarios.",4
"Lara looks like a stick insect and there are so many moves and controls it's very confusing. Also, i didn't even know where to go and the enemies are stupid. Do not go out and buy this, either hire it first or don't  bother at all.",3
"This one's got plenty of body-slammin WWF Action.  Much like the PS1, Smackdown's roster is starting to age a bit.  The Create A Wrestler mode is decent, though, allowing you to add wrestlers who may not have come along until SD2.  Voiceovers would certainly pick the game up.  But for twenty bucks(or less, if used), this one will give you that steel chair fix anytime you crave it.",0
"Now, I only had one game to go. So I decided to buy the first SmackDown! game. I think I played it once, and that was all. Compared to the rest of the SmackDown! game, even SmackDown! 3, this game is pretty bad. Now at the time, I'm sure it was good, but just not now.The graphics are pretty bad, worse then SmackDown! 2. But, again, this is a Playstation game, so they're pretty good. There are only 30 superstars to choose from, which isn't very many. There are a whole lot of matches in Exhibition mode either. There's single, tag team, handicap, Battle Royal, Royal Rumble, King of the Ring, hardcore, anywhere fall, Cage, survival, Special Referee, and I Quit. But, you can hold title defenses in Exhibition, which makes me happy.Season mode is pretty boring. I think I played it once, and only for a few minutes. I'm not gonna bother saying much about it though.Create mode is pretty bad though. There's Create a Pay-Per-View, which is almost the same as in SmackDown! 2. And then there's Create a Superstar. IT SUCKS! You can only choose default heads, upper bodies, and lower bodies. You have barely any control over anything. It just plain sucks. It's one of the reasons why I have barely ever played SmackDown! 1, because Create a Superstar is one of my favorite things.There's also Ranking and Belt Holder modes again, which are the same as in SmackDown! 2.All in all, this is definitely the worst game in the SmackDown! series. If you have a Playstation, just stick with SmackDown! 2. Even if you want to collect all of the games in the series, I'm pretty sure that you'll be wasting your money if you buy this game.",0
"this game is the worst. it has bad gameplay and bad graphics, so what ever you dodont buy this game.",5
"This game really isn't as good as WWF Smackdown!2, but I think that it has 2 things in it that should of been carried over to the sequel. One, You can Re-name your finishing move so it sounds cooler, like if your name is Jack, You can do the Jackcold Stunner instead of Stonecold, the other, in this version you can see the move names as you do them, it was really helpful when I had a Backyard Wrestling Federation, it made choreographing the matches easier.",0
"The game was okay for the sole reason of the season/career mode. Graphic wise it was stupendous, the matches were tedious, the moves were good.",0
This is a great game it finnaly brings the world of the WWF to the world of playstation. It has all the qualityies to be a awsome game but can't put it all together. First off the storylines are outdated. This game is slow and the graphics aren't great. Each time you try and do something it takes so long to load. But it does have lots of great events and a great season mode and good moves but the moves keep repeating themsevles over and over. You should buy this game and if you don't like the WWF just give it a try.,0
"THIS WAS THE FIRST OF THE SMACKDOWN GAMES. WHILE IT WAS VERY FUN TO PLAY WHEN IT WAS FIRST RELEASED, THIS GAME IS ALMOST UNPLAYABLE TODAY! BEING THAT WE GOT MUCH FASTER GAMES LIKE SMACKDOWN; SHUT YOUR MOUTH AND SMACKDOWN; HERE COMES THE PAIN. THE GAMEPLAY IS ACTUALLY VERY SLOW [WHICH IS SOMETHING I'VE BEGAN NOTICING RECENTLY] THE CONTROLS AREN'T AS ADVANCED AS THE LATER GAMES ARE, AND YOU'LL JUST BE WASTING MONEY BUYING THIS GAME WHEN YOU CAN GET ONE OF THE MORE RECENT SMACKDOWN GAMES. DON'T PICK THIS ONE UP NOW. IT ALREADY SEEMS DATED AND POINTLESS NOW.",0
"I bought this ... and thought it would be awesome with 6 games. But to my disappointment 2 of the games don't work on my pc. I was so unhappy. But my fave one works. My rundown:1) SimCity I loaded this and played it once. It's classic and the graphics are awful. I also have SimCity 2000 and it's much better. Still at least it works. 3/52) SimTower This is the best game. My fave. It's addictive, first time I played I had no idea, but I borrowed the book from my friend and I'm superb now. 5/53) SimIsle This works, but I have no idea how to play. My friend got this pack too and she doesn't know either. 0/54) SimSafari This game doesn't work, so I have no idea! ?/55) Streets Of SimCity I played this at my friend's house, because it doesn't work on my pc. It's ok, you basically drive around SimCity and blow yourself up. 3/56) SimCopter This was fun the first time I played it, but it's a bit boring. I'll play it again though. 4/5There's only 2 worthwhile games on here, so it's not worth [the price], but oh well. I had [the money] to spare and I want to get the kids one (I'm partial to SimTown and SimPark, hehe). Buy it if you're crazy about Sim games.",1
"Retro gamming is not for everyone. I like to play old games, well, because I just have a problem with nostalgia. If you your not worried about graphics and you want to explore the early years of the ""SIMS"" universe, then it would not hurt to drop a couple of bucks for this pack of games.Be warned, I could not get all of the games to run on my system, which is still 6 months away from not being modern anymore. But since the price was reasonable I still felt it was worth the three games I was able to run.The original Sim City is just stupid fun. It's so easy to build a quick city and it's still easy to fail. This is a no frills, time killing game.Sim Copter was by far my favorite. Talk about a game that had so much potential, but it still turned out to be fun to play. Maxis should have gone out of house on this one, like to MICROPROSE (while they lasted). The people inhabiting the cities are like the original ""Sims"" and funny to hear where I think the simesse language came from considering what's it's evolved to today.Sim Tower was a dirty little pleasure. Who thought that building and office tower with apartments, restaurants, movie theaters, etc. could be soo much fun?!Sim Island, just throw it away when you open the box.Like I said, the game only costs a few bucks so why not give it a try. Worst case is you loose a few dollars from what you paid when you sell to the pawn shop.",1
"Sim Safari and The Streets Of Sim City didn't work on my computer much like i_love_ritchie_forever... I feel your pain!Anyway, the games that do work are cool.Sim City is the classic, very first version of the now famous Sim City. The graphics are terrible... but the game itself is pretty cool. It has cool scenarios and I like playing around with the options on the menus.Sim Isle is alright... I suppose. It's pretty boring, I don't know why some people think it's brilliant. I played it, but I didn't really understand it.Sim Copter is cool. I love flying the helicopter around and crashing into things. I also love using the megaphone. I'll play it again.I have played Streets of Simcity. It's pretty boring. You just drive around Simcity and blow yourself up.My favourite game was Sim Tower. I LOVE IT! I love building the tower and renaming all the people and the shops. I like the events and the cool soundsThis gets 3 stars because of Sim Tower. If Sim Tower wasn't on it, it would get only 2 stars. Considering some of the games didn't work on my computer, I probably have a right to be disappointed.",1
"There's food aplenty in the latest PJ Sam adventure.  As with most of the HUMONGOUS ENTERTAINMENT titles, this is a RPG for kids.  You have to visit all of the locations and interact with all of the characters in order to reach the climax which, in this game, is peace between all of the food groups.I liked how fruits &amp; vegetables were portrayed in this game...none of that stereotypical &quot;veggies are the 2nd class citizens of the kid food world&quot; nonsense pervades.  All food groups are treated equally, although I must admit that the so-called junk foods were portrayed, as they typically are in the media; in a rather negative light.  I was surprised that the junk foods didn't speak with English accents and the veggies speak with American accents...much like the conflict between the slaves &amp; the Romans in Kubrick's SPARTACUS.All in all, it was a good diversion for my child.  As with all HUMONGOUS titles, when the action gets stuck in a particular place it's quite easy for grownups to access the help menu, which provides for quick solutions.  Another good feature of the HUMONGOUS titles is their replayability.  There are always multiple game-paths to the finish.",6
"Well, where do I start?  We all know about the basics.......the lack of tech support, the missing roleplaying element, and the incredible lag. But it isn't these things that make this game so horrid to play.  One can wing  it without tech support........and I have on MANY occasions, out of  necessity........I can also wait out lag or just reconnect.  I missed the  &quot;Quest&quot; part of Everquest.....but still managed to get some  enjoyment out of the graphics.  Now.....here's the REAL reason why you  shouldn't get EverQuest.  After around level 15 or so (if you are a  talented soloist), you are FORCED to group to gain levels. That's right  folks.  You have NO choice in the matter.  Guess what this means?  This  means you have to group with 5 other vicious, backstabbing whining,  complaining 13 year olds that have absolutely no respect and little if any  regard for you.  I'd much rather put my trust in a rabid pit bull than  trust the life of my character to a cleric who plays like a  wizard.Enough said.  You will probably buy this game.....and probably  think back on this review and say &quot;Well, he was right after all&quot;.  And I have only one thing to say to that.........I TOLD YOU SO.",3
"This game is a drug, pure and simple. It's horridly bad for you. It'll make you skip school, miss work, and generally become an unbalanced person. When you're playing it, all your problems are forgotten and you are oblivious to the outside world. When you stop playing it, you suddenly realize it's dark outside and you've gotten nothing done. It leads to excessive inactivity, both physical and mental, which can result in tiredness, forgetfulness, and irritability. The worse things become in your real life, the more you come to depend upon it, the more you need it to forget what you'll have to face eventually.Then you have to pray that you have good friends and a loving family to pull you out of the whole mess. Even after a year of abstinence from direct contact, you still have a strong feeling of emptiness that did not exist before. EverQuest(or EverCrack as many of the players have come to call it) is like the devil: don't sign your name, or you'll lose your soul. Don't make the mistake I made. At least I learned something from my experience, and that is the danger of drugs, in whatever forms they might take.",3
"I tried playing this game, but right from the start, I knew I was in trouble. No matter what I changed in the video options or on my monitor, this game was just too dark. The first guy I talked to I couldn't even see and the item he left me I couldn't find because it was just too dark. This is the only game I have had this problem with. It could be an awesome game, but I will never know.",2
"I liked the missions involved in this game, and I liked the extension of the Thief saga, one of my all time favorite games to play.  But the villain was pretty stupid.  He turned out to be some paranoid schizo nut case who wanted to kill everyone, which really made no sense.  AND, he sealed himself away in a protected vault where you couldn't get to him.Having said that, I liked the scope and scale of the missions, and the fact that they were challenging, but it did seem odd that on some of the larger maps some of the areas where it seemed like you could explore, were sealed off or not rendered.  Example; the warehouse map; it seemed like you should have been able to get to the streets or swim around the rocks to get to the ship, but none such was the case.  There are other various examples.Another minor criticism is the low poly count on the characters.  The skins help make up for the visuals, but I think an update is much needed to keep this game fresh and alive.  Regrettably Looking Glass closed its doors, so the probability of that every happening lies in the much vibrant editing community.In short I didn't get quite the same sense of wonder or danger as I did with the first Thief game, but I still had fun with it all the same.  Garret had his usual bag of tricks, and the missions, though somewhat unusual, were still challenging.But like I say, the villain?  Oh geeze, what a crock.  If he had some OTHER master plan, or perhaps needed to be more clever because I can't see the Hammer order going along with his mad scheme, then I might have bought into it.  Otherwise it was sort of like some of the middle books in the James Bond series; ho-hum, another megalomaniacal villain.  Next?Still, for all that, it's worth a purchase for the gameplay itself.  The first person sneaker delivers on the goods...mostly.Enjoy.",3
"Yes, I went out and bought this new TR installment, and I have to admit that it isn't that great.  Although titled TR: The Lost Artifact, it is in fact the equivalent of TRIII Gold; however, since this installment doesn't include the original TRIII levels, Eidos has simply marketed this offering as an expansion pack to the TR series.The choice not to  release TLA as part of the Gold series is a flaw, to be honest.  New gamers  who are perhaps unfamiliar with the TR series are forced to purchase BOTH  TRIII and TLA.  For gamers familiar with TR, there is (as of yet) no rebate  offer available to owners of TRIII and rumors abound that the TLA levels  will not be available for future free download (such as with TR Gold).  Put  simply, Eidos's marketing strategy for TLA is awful strange.All this  would be moot, of course, if TLA was a blast to play.  Sadly, however, it  has the feel of leftover levels rather than new crucial levels.  I had no  problems completing this game.  I was never once stumped by any of the  puzzles.  In truth, I finished the six levels in breathtaking time.  I  admit, however, that I did a pathetic job at finding all the secrets.  So,  possibly, I may have missed some treasured gameplaying nuggets.  Secrets  aside, though, the levels should still be fun, challenging, and involving.  A classic TR level, with challenging puzzles, should take HOURS to  complete.  None of the levels in TLA took me more than a single hour.So,  unless your a TR fanatic, I'd stay away from this one.  Or I'd at least  wait until the price dramatically drops.",3
"Run, jump, shoot, run, jump, shoot, run ju-Zzzzzzzzzzzzzzzzzzz. I actually fell asleep playing this game, its so repetitive. I was looking for a really good blow-em-up time when I bought this game but the weapons are really lame and the same thing happens over and over again. It was fun for about an hour then things got real boring real fast.",4
"KPC was ultimately a let-down after the hype it received during development.  But what you do get is a straight-forward, fun, action shooter in a dark, carnival-gone-bad world that throws hordes of enemies your way on-screen at once.The last level is unimaginative and poor, but the rest of the game is genuinely entertaining for the most part.  Many of the people who criticize the game haven't even played it, they just follow the ""I'm a PC gamer"" lemming mentality so prevalent on the internet, and only play whatever is cool or most popular.",5
"Everything about this largely ignored game WORKS despite infamously reusing the M&M; 6 and 7 graphics engine. I'll cut to the chase by talking about a single aspect: atmosphere. This one may be the most atmospheric Might&Magic; in the whole series; no, I'm not exaggerating. Tinting and colored lighting seems to be a great help. The Abandoned Temple finally feels like an abandoned temple and not like papier-mache cutout. Alvar feels like a small town and not like a set of polygons. There are little touches here and there that were pretty much absent from previous parts: like a tiny park in Alvar with a pedestal in the middle that glows in the dark; or the tomb near Ravenshore with the eerie red glow on its top. Also, we are treated with got more varied landscape, more detailed textures in general. As a result, one feels sucked into this world instantly, something that may not quite work with previous parts.True, it is all less than original -- variation on the age-old theme really: questmaster > dungeon > monsters > questitem > questmaster > levelup. And there are still problems with NPC interaction (or lack of). Villagers are still drones telling us the same lines over and over again. Many players label this series 'pure RPG' -- and quite falsely. M&M; 8 is still closer to the action genre than to the all-immersive, in-depth role-playing experience embodied by the Gothic and Elder Scrolls series.I for one enjoyed M&M; 8 more than M&M; 6 which, despite being a lot more popular, feels stale and spartan in comparison. The designers were in absolute control of their engine the third time around and felt free to experiment with it -- to the benefit of the player. It's okay to pass on M&M9;, but M&M8; is an appropriate swansong to a highly esteemable 15 year-old series.",3
"Might and Magic VIII was really a dissapointment when I first played it.  It has the same game engine as its most recent prequil, but with some downsides. First you only get to create one character, your main character,  and the rest of your party is filled up with characters you meet. Second,  and lastly, the characters are ugly expecially the male knights. If your a  diehard Might and Magic fan (like me) you should definitely buy it (to add  to your collection) if not stay away from it.  I don't like to dis Might  and Magic, but when a product stinks, it stinks.",3
"I have long been a fan of this series and I jumped at thechance to get the next game.  I knew before hand that the graphicswould not be the best around, but that wasn't important.  The problem was the game felt hollow.  There was much less of a plot then any of the others in the series, and was overall disappointing.  The gameplay isn't that bad, but I wouldn't recommend this game for any but the most stalwart fans of the series.Might and Magic 6 and 7 were great games in my opinion.",5
"Rune has a lot of good points: The story, the visuals and the hacking and slashing. However, I must point out that the amount &quot;switch-hunting&quot; and &quot;key searching&quot; in this game is a bit too much.Anyway, are'nt game developers getting tired of that old plot device? You spend a great deal of time in this game getting lost while hunting for a switch, which made me very sleepy. Why not move the story along using something else that is more fitting to the game?For example, put the key to the locked door on a chain around a monster's neck. If a switch must be used to raise a gate, don't hide it so it takes all night to find it! Put the darned thing in plain sight surrounded by a bunch of Ogres or trolls or whatever monster is appropriate. See? Now the game is more fun already...",3
"This game could have been so much more.  The hack and slash action is not even fun, it just get's tedious and boring.  I have to admit the graphic's are spectacular, but that does not make this a great game.  Rune contains lot's of jumping from object to object, which will get boring after they first introduce it into the game.  The game also had no depth whatsoever.  I never just want to play it for fun, because I felt there almost is no fun in this game.  In my opinion, if you are going to get a hack and slash action game GET BLADE OF DARKNESS.",3
"...should have been the title. Which is a shame, because the opening sequences were well done and promised a good, solid FPS/3PS with a unique feel, and it performed well and looked very good on my computer. I especially enjoyed the underwater sequences with floating bodies, a sunken ship, and nasty looking fish, but the game soon deteriorated into endless hacking and chopping of an army of large crab-like beasts through never-ending caverns, all the while on my knees. Combine this with a monosyllabic &quot;hero&quot;....no, wait. &quot;Monosyllabic&quot; implies some form of speech or communication. This Neanderthal doesn't even grunt. Conan the Barbarian is a poet compared to this guy and I'm supposed to care whether he lives or dies? Either way, I didn't make it through the first level before I returned the game. Perhaps you will have more patience than I.",3
"A Little To Fast And A Little To Short, But This Game Comes With Expansion That Gives The Campaign More Missions That You Have To Unlock In Different Difficulties, which I find very useless.",4
"Challenging? No, Impossible is more like it! Just remember to download the cheat codes first before playing this game, you'll need them.The graphics, sound and user interface are exceptional but those features are over-shadowed by the short amount of time players stay alive in the game. This is not really a serious gaming experience, its more of an exercise in futility. The only time you'll last longer than an alka-seltzer tablet in a glass of water is when you play as the Predator and even then your life span is not that long.  The alien can't heal and the marine is the ultimate victim. The game settings should not be &quot;Easy&quot;, &quot;Medium&quot; and &quot;Hard&quot;; they should be changed to &quot;Slow Suicide&quot;, &quot;Quick Death&quot; and &quot;Don't Bother Fighting Back&quot;.",4
"Sent back, did not work.",2
"This is a fun, clever puzzler game. It's cheap, it's on Dreamcast--if you are lucky enough to find it. I would not advise spending more than 10 dollars for it. There's a fair amount of 1P puzzles to keep you busy, they become more challenging, I think there should've been more still. 2-4Player is a nice brand of chaos, it doubles as one of the top Party Games. Thankfully, you can turn down the speed to quite slow, but you cannot remove '?' Mice for mode-changing in a game, you can only choose Normal or Many, but you soon realize the question marked mice are the name of the game. You'll have fun for awhile, but the modes are awkward and unvarying. There are no good graphics and ONLY ONE cinema scene, which appears shortly when a game ends. There should have at least been a start-up scene with mice scurrying into a rocket in 3d. Strangely enough, the back of the game GD shows the game in the most pathetic jpeg ever, can't SEGA get a decent shot of their own game for the GD case? Worth buying, at least rent, it's not for everyone, but it's a lot like Worms World Party. There isn't a random level generator, either. Only the colors really change. If you like having to work frantically fast at something difficult, this is for you, but I don't care for the main attraction as much as I did the 1P puzzles. This was given away for free in other places, and I think that's how it should have been distributed, it's good fun, but comes off as just a glorified mini-game, they could've fit it into Sonic Adv. 2. Compared to Mario Party 4 which has 50 mini-games, Chu Chu is just one. It's not quite Chess or Tetris, but it's worth picking up.",6
"this game kinda stinks.you go talk to this old dude who gives you these long drawn out battle plans.then you watch these long drawn out cut scenes.then you go into these map/worlds.when you get near an enemy,you fight.well,sort of.the computer does everything.theres a lot of complicated planning involved.theres no clear cut way to figure out anything.its a real pain in the hiney.whats more is i dont belive i even saw any ogres.of course im only on like level 2 since the game is totaly screwed.i bought it used and the guy before me only got that far too.no wonder i got this so cheap.this game will use up all of your extra brain space.if you thought out how to beat it.you wouldnt have the brain sense left to eat cheerios.someone would have to run you an iv.youd almost have to be like freakin fixated on its ended.its totaly freakin ridiculous.and then ,as youre being slain by little people with sticks,even though youre sporting a dragon,you are helpless to defend yourself.it sucks.",3
"Tenchu was without a doubt my favorite ps1 game. I played it too death and loved to reply it again and again. I was really looking forward to Tenchu 2. But after playing it I just didn't think it was a worthy sequal.  I still enjoyed playing it. Some of the missions were very interesting, while others were not so. The graphics were poor at times. But the POV was terrible. Many times it ended in werid angles where I couldn't see the person attacking me. Worse when it was a boss.  It is still a good fun game. With codes readily available and easy to do. It gives it that bit extra if you just can't beat a certain boss.  Overall it just isn't as good as it should have been. I hope they do a Tenchu 3 for the PS2.",7
"This may sound a bit silly but the fact that the first boss said ""What? Who're you!"" just like the boss on the first game absolutely delighted me. You pick up a new character in this game, which is pretty cool, but unfortunately this game can't begin to keep up with the first Tenchu. The only thing Tenchu 2 really has that's better than Tenchu is a less confusing map and bigger stages. Oh and you it's also easier to get different stealth kills. In the first Tenchu you basically saw the same stealth kill over and over again even though you could initiate more, Tenchu 2 it's easier to perform different ones. The bigger stages aren't always a good thing though, it's easy to get lost and confused in this game. The all important and essential grappling hook is harder to use in this game and will leave the gamer frustrated many times. The game features less blood but the same dialogue still giving it the ""old king fu movie minus the kung fu"" feel. The creators also didn't bother to improve camera angles. Aside from the actual game you get to create your own stage, get to set the conditions for victory, set traps and place enemies. This game is a Tenchu fan only game, I do not thing other gamers will enjoy this title.",0
"The moment you start the game, the moment you see the beginning movie(which is very excellent), you begin to think that Tenchu 2 is going to be something special. But as soon as you start the game, you instantly learn that the game suffers from horrible graphics, weird controls, and a camera that seems like it's trying to piss you off(that means that it sucks). Let me explain the graphics, the textures are jumpy, so jumpy that it's hard to see. Not only that, but the textures themselves are kinda crappy. And now for the weird controls, it's not so much that they suck, it's that you turn really slow, making it hard to fight(this is a problem during boss battles especially), if the game had a ""3D Classic"" movement(pressing left makes you move left instead of turning, etc), it would be much easier. Also, the camera doesn't make things any easier, it can get stuck in wierd places(this problem is biggest during boss battles). I also forgot to mention this: they AI of the enemy is horrid, the enemies you fight are as dumb as a chicken(maybe even dumber), they can lose you so easily(climbing to another surface, ducking under water, ect). Here's an example: I was fighting a boss and he fell down a five-foot cliff, he was looking for me and then he couldn't find me so he gave up(just like normal enemies), and then I jumped down and stealth-killed him. It was really stupid. Aside from all these issues, there are some highlights, like the stealth kill animations and variety, you can stealth kill an enemy in so many ways. Now, before you go off to play Tenchu 2, remember this: RENT IT FIRST BEFORE BUYING, you'll thank me later.",0
"The seller was Galactics. I paid 5 bucks. It worked fine on my PC running Windows XP Home SP3.This is a space simulation game. The graphics are a bit dated. The controls are awkward (lots of different keystrokes to remember for various actions/movement)...that made it tedious. The story is mediocre...nothing new.I had high hopes based on all the positive reviews.I played and enjoyedFreelancer. This is not like Freelancer; the graphics are better than Freelancer, but the game play and controls are not.For me, it's not a keeper.Visit my Amazon Collections to see my 4-star and 5-star PC games:http://www.amazon.com/gp/customers/A12LH2100CKQO/collections",2
